pokemon_id,version_group_id,move_id,pokemon_move_method_id,level
23,15,562,1,38
24,15,35,1,1
24,15,40,1,1
24,15,40,1,4
24,15,43,1,1
24,15,44,1,1
24,15,44,1,9
24,15,51,1,20
24,15,103,1,17
24,15,114,1,51
24,15,137,1,12
24,15,242,1,22
24,15,254,1,27
24,15,255,1,27
24,15,256,1,27
24,15,380,1,44
24,15,422,1,1
24,15,423,1,1
24,15,424,1,1
24,15,426,1,39
24,15,441,1,63
24,15,489,1,56
24,15,491,1,32
24,15,562,1,48
25,15,21,1,26
25,15,39,1,1
25,15,45,1,5
25,15,84,1,1
25,15,85,1,29
25,15,86,1,13
25,15,87,1,50
25,15,97,1,37
25,15,98,1,10
25,15,104,1,21
25,15,113,1,45
25,15,364,1,34
25,15,435,1,42
25,15,486,1,18
25,15,589,1,7
25,15,609,1,23
26,15,39,1,1
26,15,84,1,1
26,15,85,1,1
26,15,98,1,1
27,15,10,1,1
27,15,14,1,38
27,15,28,1,3
27,15,40,1,5
27,15,89,1,46
27,15,91,1,30
27,15,111,1,1
27,15,129,1,11
27,15,154,1,20
27,15,163,1,26
27,15,201,1,42
27,15,205,1,7
27,15,210,1,14
27,15,222,1,17
27,15,229,1,9
27,15,328,1,23
27,15,360,1,34
28,15,10,1,1
28,15,14,1,38
28,15,28,1,1
28,15,28,1,3
28,15,40,1,1
28,15,40,1,5
28,15,89,1,46
28,15,91,1,30
28,15,111,1,1
28,15,129,1,11
28,15,154,1,20
28,15,163,1,26
28,15,201,1,42
28,15,205,1,7
28,15,210,1,14
28,15,222,1,17
28,15,229,1,9
28,15,306,1,22
28,15,328,1,23
28,15,360,1,34
29,15,10,1,1
29,15,24,1,9
29,15,39,1,7
29,15,40,1,13
29,15,44,1,21
29,15,45,1,1
29,15,154,1,19
29,15,242,1,37
29,15,260,1,33
29,15,270,1,25
29,15,305,1,45
29,15,390,1,31
29,15,445,1,43
30,15,10,1,1
30,15,24,1,9
30,15,39,1,7
30,15,40,1,13
30,15,44,1,23
30,15,45,1,1
30,15,154,1,20
30,15,242,1,43
30,15,260,1,38
30,15,270,1,28
30,15,305,1,58
30,15,390,1,35
30,15,445,1,50
31,15,10,1,1
31,15,24,1,1
31,15,34,1,35
31,15,39,1,1
31,15,40,1,1
31,15,276,1,1
31,15,276,1,58
31,15,414,1,43
31,15,498,1,23
32,15,24,1,9
32,15,30,1,21
32,15,31,1,19
32,15,32,1,45
32,15,40,1,13
32,15,43,1,1
32,15,64,1,1
32,15,116,1,7
32,15,260,1,33
32,15,270,1,25
32,15,390,1,31
32,15,398,1,37
32,15,445,1,43
33,15,24,1,9
33,15,30,1,23
33,15,31,1,20
33,15,32,1,58
33,15,40,1,13
33,15,43,1,1
33,15,64,1,1
33,15,116,1,7
33,15,260,1,38
33,15,270,1,28
33,15,390,1,35
33,15,398,1,43
33,15,445,1,50
34,15,24,1,1
34,15,37,1,35
34,15,40,1,1
34,15,64,1,1
34,15,116,1,1
34,15,224,1,1
34,15,224,1,58
34,15,414,1,43
34,15,498,1,23
35,15,1,1,1
35,15,3,1,10
35,15,34,1,40
35,15,45,1,1
35,15,47,1,7
35,15,107,1,25
35,15,111,1,13
35,15,118,1,31
35,15,227,1,1
35,15,236,1,43
35,15,266,1,16
35,15,309,1,50
35,15,322,1,34
35,15,356,1,49
35,15,358,1,22
35,15,361,1,1
35,15,361,1,55
35,15,381,1,37
35,15,495,1,1
35,15,495,1,58
35,15,500,1,28
35,15,516,1,19
35,15,574,1,1
35,15,585,1,46
36,15,3,1,1
36,15,47,1,1
36,15,107,1,1
36,15,118,1,1
36,15,574,1,1
37,15,39,1,4
37,15,46,1,7
37,15,52,1,1
37,15,53,1,34
37,15,83,1,12
37,15,98,1,10
37,15,109,1,15
37,15,126,1,42
37,15,185,1,20
37,15,219,1,36
37,15,261,1,26
37,15,286,1,18
37,15,288,1,44
37,15,326,1,39
37,15,371,1,31
37,15,445,1,47
37,15,481,1,23
37,15,506,1,28
37,15,517,1,50
37,15,608,1,9
38,15,53,1,1
38,15,98,1,1
38,15,109,1,1
38,15,219,1,1
38,15,286,1,1
38,15,417,1,1
39,15,1,1,7
39,15,3,1,25
39,15,34,1,33
39,15,38,1,53
39,15,47,1,1
39,15,50,1,13
39,15,102,1,45
39,15,111,1,5
39,15,156,1,29
39,15,205,1,21
39,15,304,1,48
39,15,358,1,41
39,15,360,1,37
39,15,496,1,17
39,15,574,1,50
39,15,589,1,10
40,15,3,1,1
40,15,38,1,1
40,15,47,1,1
40,15,50,1,1
40,15,111,1,1
40,15,583,1,1
41,15,17,1,15
41,15,44,1,12
41,15,48,1,4
41,15,109,1,19
41,15,114,1,41
41,15,129,1,23
41,15,141,1,1
41,15,212,1,34
41,15,305,1,37
41,15,310,1,8
41,15,314,1,26
41,15,403,1,45
41,15,512,1,30
42,15,17,1,15
42,15,44,1,12
42,15,48,1,1
42,15,48,1,4
42,15,103,1,1
42,15,109,1,19
42,15,114,1,47
42,15,129,1,24
42,15,141,1,1
42,15,212,1,38
42,15,305,1,42
42,15,310,1,1
42,15,310,1,8
42,15,314,1,28
42,15,403,1,52
42,15,512,1,33
43,15,51,1,9
43,15,71,1,1
43,15,72,1,21
43,15,77,1,13
43,15,78,1,15
43,15,79,1,17
43,15,80,1,41
43,15,202,1,37
43,15,230,1,5
43,15,236,1,33
43,15,363,1,29
43,15,381,1,25
43,15,580,1,45
44,15,51,1,1
44,15,51,1,9
44,15,71,1,1
44,15,72,1,23
44,15,77,1,13
44,15,78,1,15
44,15,79,1,17
44,15,80,1,53
44,15,202,1,47
44,15,230,1,1
44,15,230,1,5
44,15,236,1,41
44,15,363,1,35
44,15,381,1,29
44,15,572,1,50
44,15,580,1,56
45,15,72,1,1
45,15,76,1,65
45,15,77,1,1
45,15,78,1,1
45,15,80,1,53
45,15,312,1,1
45,15,572,1,50
46,15,10,1,1
46,15,74,1,33
46,15,77,1,6
46,15,78,1,6
46,15,141,1,11
46,15,147,1,22
46,15,163,1,27
46,15,202,1,38
46,15,210,1,17
46,15,312,1,43
46,15,404,1,54
46,15,476,1,49
47,15,10,1,1
47,15,74,1,37
47,15,77,1,1
47,15,77,1,6
47,15,78,1,1
47,15,78,1,6
47,15,141,1,1
47,15,141,1,11
47,15,147,1,22
47,15,163,1,29
47,15,202,1,44
47,15,210,1,17
47,15,312,1,51
47,15,404,1,66
47,15,440,1,1
47,15,476,1,59
48,15,33,1,1
48,15,48,1,5
48,15,50,1,1
48,15,60,1,25
48,15,77,1,13
48,15,78,1,23
48,15,79,1,29
48,15,93,1,11
48,15,94,1,47
48,15,141,1,17
48,15,193,1,1
48,15,305,1,41
48,15,324,1,35
48,15,428,1,37
49,15,16,1,31
49,15,33,1,1
49,15,48,1,1
49,15,48,1,5
49,15,50,1,1
49,15,60,1,25
49,15,77,1,13
49,15,78,1,23
49,15,79,1,29
49,15,93,1,11
49,15,94,1,55
49,15,141,1,17
49,15,193,1,1
49,15,305,1,47
49,15,318,1,1
49,15,324,1,37
49,15,405,1,1
49,15,405,1,59
49,15,428,1,41
49,15,483,1,1
49,15,483,1,63
50,15,10,1,1
50,15,28,1,1
50,15,45,1,4
50,15,89,1,40
50,15,90,1,45
50,15,91,1,34
50,15,163,1,37
50,15,189,1,12
50,15,222,1,15
50,15,310,1,7
50,15,389,1,23
50,15,414,1,29
50,15,426,1,26
50,15,523,1,18
51,15,10,1,1
51,15,28,1,1
51,15,45,1,1
51,15,45,1,4
51,15,89,1,50
51,15,90,1,57
51,15,91,1,40
51,15,161,1,1
51,15,163,1,45
51,15,189,1,12
51,15,222,1,15
51,15,310,1,7
51,15,328,1,26
51,15,389,1,23
51,15,400,1,1
51,15,414,1,33
51,15,426,1,28
51,15,523,1,18
51,15,563,1,1
52,15,6,1,30
52,15,10,1,1
52,15,44,1,6
52,15,45,1,1
52,15,103,1,17
52,15,154,1,14
52,15,163,1,33
52,15,185,1,22
52,15,252,1,9
52,15,269,1,25
52,15,364,1,50
52,15,372,1,41
52,15,400,1,49
52,15,417,1,38
52,15,445,1,46
53,15,10,1,1
53,15,44,1,1
53,15,44,1,6
53,15,45,1,1
53,15,103,1,17
53,15,129,1,28
53,15,154,1,14
53,15,163,1,37
53,15,185,1,22
53,15,252,1,1
53,15,252,1,9
53,15,269,1,25
53,15,364,1,65
53,15,372,1,49
53,15,400,1,61
53,15,408,1,32
53,15,415,1,1
53,15,417,1,44
53,15,445,1,56
53,15,583,1,1
54,15,10,1,1
54,15,39,1,4
54,15,50,1,11
54,15,55,1,8
54,15,56,1,46
54,15,93,1,15
54,15,103,1,25
54,15,133,1,43
54,15,154,1,22
54,15,244,1,39
54,15,346,1,1
54,15,352,1,18
54,15,401,1,32
54,15,428,1,29
54,15,472,1,50
54,15,487,1,36
55,15,10,1,1
55,15,39,1,1
55,15,39,1,4
55,15,50,1,11
55,15,55,1,1
55,15,55,1,8
55,15,56,1,54
55,15,93,1,15
55,15,103,1,25
55,15,133,1,49
55,15,154,1,22
55,15,244,1,43
55,15,346,1,1
55,15,352,1,18
55,15,401,1,32
55,15,428,1,29
55,15,453,1,1
55,15,472,1,60
55,15,487,1,38
56,15,2,1,13
56,15,10,1,1
56,15,37,1,41
56,15,43,1,1
56,15,67,1,1
56,15,69,1,17
56,15,103,1,21
56,15,116,1,1
56,15,154,1,9
56,15,207,1,33
56,15,238,1,37
56,15,343,1,1
56,15,370,1,49
56,15,372,1,25
56,15,386,1,45
56,15,515,1,53
57,15,2,1,13
57,15,10,1,1
57,15,37,1,47
57,15,43,1,1
57,15,67,1,1
57,15,69,1,17
57,15,99,1,28
57,15,103,1,21
57,15,116,1,1
57,15,154,1,9
57,15,207,1,35
57,15,238,1,41
57,15,370,1,59
57,15,372,1,25
57,15,374,1,1
57,15,386,1,53
57,15,515,1,1
57,15,515,1,63
58,15,36,1,23
58,15,43,1,8
58,15,44,1,1
58,15,46,1,1
58,15,52,1,6
58,15,53,1,34
58,15,97,1,30
58,15,172,1,17
58,15,179,1,19
58,15,200,1,43
58,15,242,1,39
58,15,257,1,41
58,15,270,1,12
58,15,316,1,10
58,15,394,1,45
58,15,424,1,21
58,15,481,1,28
58,15,514,1,32
59,15,44,1,1
59,15,46,1,1
59,15,245,1,34
59,15,316,1,1
59,15,422,1,1
59,15,424,1,1
60,15,3,1,15
60,15,34,1,21
60,15,55,1,5
60,15,56,1,38
60,15,61,1,25
60,15,95,1,8
60,15,145,1,11
60,15,187,1,31
60,15,240,1,18
60,15,341,1,28
60,15,346,1,1
60,15,358,1,35
60,15,426,1,41
61,15,3,1,15
61,15,34,1,21
61,15,55,1,1
61,15,55,1,5
61,15,56,1,48
61,15,61,1,27
61,15,95,1,1
61,15,95,1,8
61,15,145,1,11
61,15,187,1,37
61,15,240,1,18
61,15,341,1,32
61,15,346,1,1
61,15,358,1,43
61,15,426,1,53
62,15,3,1,1
62,15,61,1,1
62,15,66,1,1
62,15,95,1,1
62,15,170,1,43
62,15,223,1,32
62,15,509,1,1
62,15,509,1,53
63,15,100,1,1
64,15,50,1,18
64,15,60,1,28
64,15,93,1,1
64,15,93,1,16
64,15,94,1,46
64,15,100,1,1
64,15,105,1,36
64,15,115,1,30
64,15,134,1,1
64,15,248,1,48
64,15,271,1,50
64,15,272,1,42
64,15,357,1,22
64,15,427,1,40
64,15,477,1,34
64,15,502,1,24
65,15,50,1,18
65,15,60,1,28
65,15,93,1,1
65,15,93,1,16
65,15,94,1,46
65,15,100,1,1
65,15,105,1,36
65,15,115,1,30
65,15,134,1,1
65,15,248,1,48
65,15,271,1,50
65,15,347,1,42
65,15,357,1,22
65,15,427,1,40
65,15,477,1,34
65,15,502,1,24
66,15,2,1,10
66,15,43,1,1
66,15,66,1,34
66,15,67,1,1
66,15,69,1,22
66,15,116,1,7
66,15,184,1,46
66,15,193,1,19
66,15,223,1,49
66,15,233,1,31
66,15,238,1,43
66,15,279,1,25
66,15,358,1,37
66,15,490,1,13
67,15,2,1,1
67,15,2,1,10
67,15,43,1,1
67,15,66,1,36
67,15,67,1,1
67,15,69,1,22
67,15,116,1,1
67,15,116,1,7
67,15,184,1,51
67,15,193,1,19
67,15,223,1,55
67,15,233,1,32
67,15,238,1,44
67,15,279,1,25
67,15,358,1,40
67,15,490,1,13
68,15,2,1,1
68,15,2,1,10
68,15,43,1,1
68,15,66,1,36
68,15,67,1,1
68,15,69,1,22
68,15,116,1,1
68,15,116,1,7
68,15,184,1,51
68,15,193,1,19
68,15,223,1,55
68,15,233,1,32
68,15,238,1,44
68,15,279,1,25
68,15,358,1,40
68,15,469,1,1
68,15,490,1,13
69,15,21,1,41
69,15,22,1,1
69,15,35,1,11
69,15,51,1,23
69,15,74,1,7
69,15,75,1,39
69,15,77,1,15
69,15,78,1,17
69,15,79,1,13
69,15,230,1,29
69,15,282,1,27
69,15,378,1,47
69,15,380,1,35
70,15,21,1,41
70,15,22,1,1
70,15,35,1,1
70,15,35,1,11
70,15,51,1,23
70,15,74,1,1
70,15,74,1,7
70,15,75,1,39
70,15,77,1,15
70,15,78,1,17
70,15,79,1,13
70,15,230,1,29
70,15,282,1,27
70,15,378,1,47
70,15,380,1,35
71,15,22,1,1
71,15,75,1,1
71,15,79,1,1
71,15,230,1,1
71,15,254,1,1
71,15,255,1,1
71,15,256,1,1
71,15,348,1,47
71,15,437,1,47
71,15,536,1,27
72,15,35,1,22
72,15,40,1,1
72,15,48,1,5
72,15,51,1,12
72,15,56,1,47
72,15,61,1,19
72,15,103,1,40
72,15,112,1,29
72,15,132,1,8
72,15,352,1,33
72,15,378,1,54
72,15,390,1,15
72,15,398,1,36
72,15,482,1,50
72,15,491,1,26
72,15,506,1,43
73,15,35,1,22
73,15,40,1,1
73,15,48,1,1
73,15,48,1,5
73,15,51,1,12
73,15,56,1,52
73,15,61,1,19
73,15,103,1,43
73,15,112,1,29
73,15,132,1,1
73,15,132,1,8
73,15,352,1,34
73,15,378,1,1
73,15,378,1,61
73,15,390,1,15
73,15,398,1,38
73,15,482,1,56
73,15,491,1,26
73,15,506,1,47
73,15,513,1,1
74,15,33,1,1
74,15,38,1,46
74,15,88,1,18
74,15,89,1,39
74,15,111,1,1
74,15,120,1,29
74,15,153,1,43
74,15,205,1,11
74,15,222,1,15
74,15,300,1,4
74,15,350,1,22
74,15,397,1,8
74,15,444,1,50
74,15,446,1,36
74,15,479,1,25
74,15,523,1,32
75,15,33,1,1
75,15,38,1,58
75,15,88,1,18
75,15,89,1,47
75,15,111,1,1
75,15,120,1,31
75,15,153,1,53
75,15,205,1,11
75,15,222,1,15
75,15,300,1,1
75,15,300,1,4
75,15,350,1,22
75,15,397,1,1
75,15,397,1,8
75,15,444,1,64
75,15,446,1,42
75,15,479,1,27
75,15,523,1,36
76,15,33,1,1
76,15,38,1,58
76,15,88,1,18
76,15,89,1,47
76,15,111,1,1
76,15,120,1,31
76,15,153,1,53
76,15,222,1,15
76,15,300,1,1
76,15,300,1,4
76,15,350,1,22
76,15,397,1,1
76,15,397,1,8
76,15,444,1,64
76,15,446,1,42
76,15,479,1,27
76,15,484,1,1
76,15,484,1,69
76,15,523,1,36
76,15,537,1,11
77,15,23,1,17
77,15,33,1,1
77,15,36,1,29
77,15,39,1,4
77,15,45,1,1
77,15,52,1,9
77,15,83,1,25
77,15,97,1,37
77,15,126,1,41
77,15,172,1,13
77,15,340,1,45
77,15,394,1,49
77,15,488,1,21
77,15,517,1,33
78,15,23,1,17
78,15,31,1,40
78,15,36,1,29
78,15,39,1,1
78,15,39,1,4
78,15,45,1,1
78,15,52,1,1
78,15,52,1,9
78,15,83,1,25
78,15,97,1,37
78,15,98,1,1
78,15,126,1,41
78,15,172,1,13
78,15,224,1,1
78,15,340,1,45
78,15,394,1,49
78,15,398,1,1
78,15,488,1,21
78,15,517,1,33
79,15,29,1,23
79,15,33,1,1
79,15,45,1,5
79,15,50,1,19
79,15,55,1,9
79,15,93,1,14
79,15,94,1,45
79,15,133,1,41
79,15,174,1,1
79,15,240,1,49
79,15,244,1,54
79,15,281,1,1
79,15,303,1,36
79,15,352,1,28
79,15,428,1,32
79,15,505,1,58
80,15,29,1,23
80,15,33,1,1
80,15,45,1,1
80,15,45,1,5
80,15,50,1,19
80,15,55,1,9
80,15,93,1,14
80,15,94,1,49
80,15,110,1,37
80,15,133,1,43
80,15,174,1,1
80,15,240,1,55
80,15,244,1,62
80,15,281,1,1
80,15,303,1,36
80,15,352,1,28
80,15,428,1,32
80,15,505,1,1
80,15,505,1,68
81,15,33,1,1
81,15,48,1,4
81,15,49,1,11
81,15,84,1,7
81,15,86,1,15
81,15,103,1,39
81,15,192,1,57
81,15,199,1,46
81,15,209,1,21
81,15,319,1,29
81,15,360,1,53
81,15,393,1,49
81,15,429,1,25
81,15,430,1,35
81,15,435,1,43
81,15,443,1,18
81,15,486,1,32
82,15,33,1,1
82,15,48,1,1
82,15,48,1,4
82,15,49,1,1
82,15,84,1,1
82,15,84,1,7
82,15,86,1,15
82,15,103,1,45
82,15,161,1,1
82,15,192,1,1
82,15,192,1,73
82,15,199,1,56
82,15,209,1,21
82,15,319,1,29
82,15,360,1,67
82,15,393,1,62
82,15,429,1,25
82,15,430,1,39
82,15,435,1,51
82,15,443,1,18
82,15,486,1,34
82,15,604,1,11
83,15,14,1,25
83,15,28,1,1
83,15,31,1,7
83,15,43,1,1
83,15,64,1,1
83,15,97,1,31
83,15,163,1,19
83,15,206,1,45
83,15,210,1,1
83,15,282,1,13
83,15,314,1,21
83,15,332,1,9
83,15,364,1,43
83,15,398,1,1
83,15,400,1,33
83,15,403,1,49
83,15,413,1,1
83,15,413,1,55
83,15,512,1,37
84,15,31,1,14
84,15,37,1,50
84,15,45,1,1
84,15,64,1,1
84,15,65,1,41
84,15,97,1,37
84,15,98,1,5
84,15,99,1,10
84,15,228,1,19
84,15,253,1,23
84,15,283,1,46
84,15,367,1,28
84,15,458,1,32
85,15,31,1,14
85,15,37,1,60
85,15,45,1,1
85,15,64,1,1
85,15,65,1,47
85,15,97,1,41
85,15,98,1,1
85,15,98,1,5
85,15,99,1,1
85,15,99,1,10
85,15,161,1,34
85,15,228,1,19
85,15,253,1,23
85,15,283,1,54
85,15,365,1,1
85,15,367,1,28
86,15,29,1,1
86,15,36,1,37
86,15,45,1,3
86,15,58,1,47
86,15,62,1,27
86,15,156,1,21
86,15,196,1,11
86,15,219,1,51
86,15,227,1,13
86,15,258,1,53
86,15,291,1,41
86,15,346,1,7
86,15,362,1,33
86,15,392,1,23
86,15,401,1,43
86,15,420,1,17
86,15,453,1,31
87,15,29,1,1
87,15,36,1,39
87,15,45,1,1
87,15,45,1,3
87,15,58,1,55
87,15,62,1,27
87,15,156,1,21
87,15,196,1,1
87,15,196,1,11
87,15,219,1,61
87,15,227,1,13
87,15,258,1,65
87,15,291,1,45
87,15,324,1,1
87,15,324,1,7
87,15,329,1,34
87,15,362,1,33
87,15,392,1,23
87,15,401,1,49
87,15,420,1,17
87,15,453,1,31
88,15,1,1,1
88,15,50,1,12
88,15,103,1,32
88,15,106,1,4
88,15,107,1,18
88,15,124,1,15
88,15,139,1,1
88,15,151,1,40
88,15,188,1,26
88,15,189,1,7
88,15,262,1,48
88,15,374,1,29
88,15,426,1,21
88,15,441,1,43
88,15,482,1,37
88,15,562,1,46
89,15,1,1,1
89,15,50,1,12
89,15,103,1,32
89,15,106,1,1
89,15,106,1,4
89,15,107,1,18
89,15,124,1,15
89,15,139,1,1
89,15,151,1,43
89,15,188,1,26
89,15,189,1,1
89,15,189,1,7
89,15,262,1,57
89,15,374,1,29
89,15,426,1,21
89,15,441,1,49
89,15,482,1,37
89,15,562,1,53
90,15,33,1,1
90,15,43,1,20
90,15,48,1,8
90,15,56,1,61
90,15,58,1,52
90,15,62,1,37
90,15,110,1,4
90,15,128,1,25
90,15,182,1,16
90,15,250,1,40
90,15,333,1,13
90,15,334,1,49
90,15,362,1,44
90,15,420,1,28
90,15,504,1,56
90,15,534,1,32
91,15,48,1,1
91,15,56,1,1
91,15,62,1,1
91,15,110,1,1
91,15,131,1,13
91,15,182,1,1
91,15,191,1,28
91,15,390,1,1
91,15,504,1,1
91,15,556,1,50
92,15,95,1,1
92,15,101,1,15
92,15,109,1,19
92,15,122,1,1
92,15,138,1,33
92,15,171,1,47
92,15,174,1,12
92,15,180,1,5
92,15,194,1,40
92,15,212,1,8
92,15,247,1,29
92,15,371,1,26
92,15,389,1,22
92,15,399,1,36
92,15,506,1,43
93,15,95,1,1
93,15,101,1,15
93,15,109,1,19
93,15,122,1,1
93,15,138,1,39
93,15,171,1,61
93,15,174,1,12
93,15,180,1,1
93,15,180,1,5
93,15,194,1,50
93,15,212,1,8
93,15,247,1,33
93,15,325,1,25
93,15,371,1,28
93,15,389,1,22
93,15,399,1,44
93,15,506,1,55
94,15,95,1,1
94,15,101,1,15
94,15,109,1,19
94,15,122,1,1
94,15,138,1,39
94,15,171,1,61
94,15,174,1,12
94,15,180,1,1
94,15,180,1,5
94,15,194,1,50
94,15,212,1,8
94,15,247,1,33
94,15,325,1,25
94,15,371,1,28
94,15,389,1,22
94,15,399,1,44
94,15,506,1,55
95,15,20,1,1
95,15,21,1,28
95,15,33,1,1
95,15,38,1,49
95,15,88,1,7
95,15,91,1,43
95,15,99,1,13
95,15,103,1,31
95,15,106,1,1
95,15,157,1,34
95,15,174,1,4
95,15,201,1,52
95,15,225,1,25
95,15,231,1,40
95,15,300,1,1
95,15,317,1,10
95,15,328,1,37
95,15,360,1,20
95,15,397,1,19
95,15,444,1,46
95,15,446,1,16
95,15,479,1,22
96,15,1,1,1
96,15,29,1,13
96,15,29,1,29
96,15,50,1,5
96,15,60,1,25
